2;6.83;-9.94;0.18;-41.85;-27.01;112.55;18.6;-0.72;7.17;19.41;109.17;461.22;-8.08;-30.21;-8.94;-145.99;-208.98;-373.6;7.31;7.55;3.91;48.55;101;258.4
2;0.91;-12.24;-1.15;1.69;14.13;-132.2;40.42;14.82;4.37;49.39;154.04;-52.77;-19.63;-29.01;-9.27;-52.95;-234.67;-269.47;15.19;8.91;2.8;28.85;95.07;75.82
2;6.71;-9.59;-0.27;-34.01;-13.86;109.58;20.22;0.64;8.6;24.27;143.79;487.47;-3.84;-29.93;-11.26;-117.74;-173.56;-306.62;6.9;7.76;4.83;44.31;89.25;270.69
2;1;-12.77;-1.04;1.14;30.52;-130.59;33.84;5.95;2.94;48.91;174.72;-44.71;-22.2;-25.62;-4.41;-36.46;-251.09;-284.79;14.66;7.59;2.11;27.38;100.82;75.85
2;7.1;-9.2;-0.06;-36.67;-23.59;113.35;15.31;-0.99;6.34;23.58;61.25;445.01;-5.29;-32.36;-6.59;-114.92;-133.93;-327.89;5.26;7.23;3.27;37.14;62.89;248.97
2;1.05;-12.36;-1.31;2.6;30.54;-131.05;39.82;9.29;3.35;45.15;119.09;-50.07;-17.45;-25.91;-8.5;-45.61;-261.33;-276.14;14.16;8;2.55;29.36;94.16;78.29
2;8.02;-9.3;-0.28;-31.9;-31.74;124.98;17.32;-0.24;5.74;21.01;95.91;447.74;-1.63;-28.33;-10.62;-107.54;-201.21;-352.63;6.21;6.37;4.33;35.74;79.81;250.74
2;0.65;-12.64;-1.11;1.99;33.9;-129.34;39.43;6.94;3.91;47.12;155.92;-48.8;-18.56;-26.14;-6.99;-37.65;-242.43;-286.89;14.26;7.33;2.35;29.82;93.37;83.65
2;7.7;-9.13;-0.26;-34.27;-19.78;116.78;18.9;1.87;9.15;16.44;173.85;450.63;-4.81;-31.46;-6.86;-119.07;-164.03;-301.21;6.68;7.67;3.6;38.38;87.64;249.45
2;-0.4;-13.69;-1.69;7.84;32.4;-143.05;39.01;7.59;7.13;45.74;139.45;-49.22;-26.69;-28.55;-8.51;-40.69;-224.52;-257.52;15.56;7.69;2.98;24.08;93.58;67.71
2;6.44;-9.2;-0.01;-30.21;-28.3;114.01;21.16;1.99;5.38;29.93;137.99;460.14;-10.98;-31.62;-8.93;-83.6;-209.42;-299.57;7.82;8.28;3.25;34.28;89.93;264.86
2;1.19;-12.16;-1.54;2.91;38.64;-129.31;38.71;18.47;4.97;46.21;179.57;-39.2;-24.49;-26.88;-11.36;-43.44;-278.79;-288.21;15.89;9.44;2.98;27.04;104.97;76.3
2;7.3;-8.92;-0.3;-32.72;-31.77;116.21;16.51;-1.65;4.11;32.6;139.64;435.33;-3.76;-29.22;-8.75;-108.49;-192.71;-279.05;5.83;6.47;3.43;38.76;70.35;242.76
2;0.53;-12.89;-1.61;7.67;36.78;-130.43;38.32;10.08;4.51;52.99;147.53;-40.06;-22.37;-31.51;-8.91;-35.39;-220.01;-258.08;14.59;8.6;2.72;28.33;93.5;72.96
2;8.49;-9.86;-0.07;-32.89;-38.92;108.3;26.25;-2.02;6.36;45.46;84.1;433.45;-5.09;-24.46;-9.15;-134.04;-184.95;-397.01;8.08;5.05;4.21;51.5;78.06;250.3
2;0.83;-12.46;-1.13;5.88;26.84;-123.17;30.59;4.35;3.16;54.53;126.56;-21.85;-18.37;-27.78;-4.36;-32.68;-147.08;-274.13;13.61;7.44;2.38;26.42;74.65;84.31
2;6.68;-9.41;0.35;-53.15;-28.94;101.93;17.58;-0.45;6.27;15.89;150.87;459.51;-1.83;-35.76;-13.17;-160.7;-187.37;-340.15;6.41;7.58;4.19;51.5;111.55;262.74
2;1.37;-12.36;-1.16;8.21;20.48;-133.3;38.66;11.2;3.42;50.41;131.96;-46.14;-18.73;-28.33;-5.52;-30.05;-227.79;-293.9;14.59;8.91;1.75;25.37;94.2;75.13
2;8.36;-9.63;-0.12;-27.93;-26.44;119.7;23.56;-1.17;6.57;45.2;99.98;450.8;-1.45;-31.04;-13.49;-109.8;-159.15;-386.55;7.61;6.57;5.66;48.87;75.08;257.99
2;0.51;-11.89;-0.94;1.1;21.09;-119.65;31.85;3;3.72;49.04;113.05;-15.3;-19.63;-24.84;-5.29;-35.07;-185.65;-258.15;13.08;7.36;1.94;27.33;75.97;89.5
2;7.77;-10.63;-0.4;-36.7;-31.02;112.44;25.74;0.09;7.17;37.71;160.79;462.39;-9.5;-33.43;-19.58;-136.87;-269.64;-365.77;8.97;7.65;6.48;48.47;134.3;262.78
2;0.67;-12.21;-1.07;-6.15;24.8;-129.27;33.44;12.79;3.58;54.2;157.75;-33.15;-22.54;-25.35;-6.38;-50.63;-268.28;-267.4;14.91;8.92;3.71;29.91;100.91;87.09
2;7.18;-10.02;0.61;-47.64;-16.84;117.51;26.84;-0.52;10.05;39.1;155.15;463.44;-5.22;-32.6;-11.13;-139.12;-314.89;-373.16;7.97;8.29;3.98;49.33;120.19;261.15
2;0.15;-12.44;-1.1;14.46;19.71;-134.1;38.37;16.33;5.64;78.96;140.97;-46.29;-25.06;-26.6;-6.1;-47.47;-236.24;-259.29;16.09;9.14;3;31.53;100.54;78.54
2;7.4;-8.58;0.01;-45.26;-22.35;109.83;20.34;3.07;8.12;22.16;166.15;459.76;-3.2;-29.72;-11.6;-123.94;-244.11;-287.2;6.63;7.64;4.02;46.96;110.02;256.75
2;0.28;-13.27;-1.32;5.86;19.46;-137.8;34.54;8.9;5.6;58.62;153.67;-35.37;-26.61;-28.34;-9.01;-32.65;-224.81;-259.15;15.37;8.19;2.94;25.22;111.98;75.48
2;7.77;-9.95;-0.29;-22.45;-22.74;129.14;21.89;1.59;6.49;39.67;127.12;459.75;-14.3;-35.34;-15.03;-107;-113.34;-399.65;7.08;7.8;5.3;40.41;65.92;266.33
2;0.69;-11.84;-1.28;0.17;29.52;-125.65;40.48;21.14;4.15;70.76;170.38;-24.71;-22.58;-26.12;-10.16;-53.11;-300.76;-264.13;15.43;10.39;3.29;26.43;100.68;84.64
2;7.37;-9.45;1.06;-49.67;-17.95;123.37;22.6;0.18;14.73;32.12;101.9;442.35;-12.47;-36.09;-6.8;-161.11;-171.87;-370.56;8.58;8.11;3.75;57.38;81.33;252.46
2;0.31;-12.62;-1.11;16.14;0.75;-143.09;38.91;18.11;11.1;71.13;121.75;-49.4;-22.6;-27.39;-11.8;-46.7;-223.41;-270.93;15.41;9.65;3.68;26.07;93.15;84.38
2;6.64;-9.37;0.21;-56.92;-14.7;119.58;18.56;1.41;5.1;18.08;112.8;481.47;-3.25;-32.34;-9.3;-173.78;-294.2;-304.59;6.2;7.67;3.44;53.9;117.04;262.92
2;1.61;-12.47;-1.06;13.57;21.38;-142.04;41.27;11.61;3.81;50.13;98.71;-58.9;-21.66;-27.86;-5.37;-26.45;-184.72;-306.02;15.71;8.72;2.19;24.23;82.6;75.59
2;7.55;-9.55;-0.03;-45.63;-21.63;111.59;22.58;2.99;6.54;19.71;152;457.07;-4.62;-27.34;-9.31;-157.18;-200.73;-389.44;7.75;8.28;3.89;49.99;101.73;260.74
2;0.95;-12.38;-1.26;9.75;25.95;-129.13;37.16;6.06;3.25;53.19;122.71;-40.53;-17.75;-29.21;-5.15;-29.82;-157.7;-268.13;14.43;8.19;2.2;25.89;77.68;86.41
2;7.51;-10.37;-0.06;-34.33;-34.39;118.67;27.62;-0.76;7.42;24.2;131.12;476.61;-5.19;-32.05;-12.33;-133.51;-209.71;-390.79;8.33;7.65;4.98;47.91;101.66;269.65
2;1.1;-12.32;-1.13;-2.47;21;-134.9;39.02;19.2;6.67;47.15;143.87;-46.08;-22.43;-29.82;-7.86;-50.56;-222.55;-266.37;15.45;9.88;3.5;28.01;93.06;83.03
2;7.94;-9.72;-0.42;-28.27;-32.02;112.2;22.48;-0.32;7.87;36.58;127.81;487.82;-4.64;-30.39;-17.92;-120.4;-177.63;-348.62;7.88;7.33;5.89;48.54;79.97;272.67
2;0.6;-12.97;-1.65;-14.7;64.27;-133.42;34.87;10.47;5.25;23.53;181.55;-38.51;-21.91;-30.31;-6.44;-50.68;-256.47;-256.83;14.98;8.6;3.6;21.09;109.4;80.84
2;7.69;-9.83;0.05;-10.38;-32.63;135.45;23.54;-1.38;6.6;43.15;260.45;478.74;-16.48;-32.4;-7.94;-61.86;-143.83;-365.99;8.67;7.46;4.15;34.4;97.97;264.44
2;1.11;-12.49;-1.12;6.34;13.81;-143.57;40.8;18.06;5.93;44.36;197.97;-45.01;-22.7;-29.18;-9.77;-43.9;-284.83;-276.78;15.9;9.59;3.12;23.82;107.96;89.99
2;7.26;-8.93;0.23;-45.2;-21.12;119.96;19.46;1.56;7.76;39.6;216.47;459.69;-4.7;-24.36;-10.48;-159.15;-205.08;-324.65;6.98;6.89;4.18;54.84;114.84;257.9
2;0.53;-13.45;-1.4;11.61;15.35;-143.19;38.13;8.45;4.75;61.58;152.12;-35.95;-25.42;-29.1;-5.36;-21.95;-206.13;-278.68;16.25;8.97;2.73;26.49;93.95;85.21
2;8.26;-9.31;-0.08;-30.48;-26.68;122.95;18.65;0.76;6.08;34.66;71.1;498.75;-2.04;-27.99;-11.72;-113.75;-195.74;-354.21;5.29;7.35;3.9;45.36;75.95;276.35
2;0.81;-12.61;-1.61;-4.87;38.48;-140.31;37.46;10.73;4.22;53.32;244.08;-33.4;-27.86;-30.78;-6.36;-41.7;-192.08;-257.49;16.57;9.26;2.87;25.61;116.56;82.23
2;8.08;-9.98;-0.55;-17.5;-20.74;125.71;23.26;0.66;4.88;38.57;256.45;476.88;-7.08;-31.92;-11.14;-99.28;-179.56;-395.76;7.54;6.62;3.29;34.58;92.89;261.16
2;0.58;-12.83;-0.99;5.79;9.71;-140.49;35.85;14.48;4.98;48.95;125.51;-47.82;-21.09;-28.97;-8.4;-41.03;-241.56;-291.07;15.41;8.91;2.98;23.41;86.68;86.31
2;7.78;-8.79;-0.09;-47.11;-10.75;121.53;21.65;3.42;6.01;28.04;135.9;502.08;-3.41;-28.46;-10.51;-162.9;-193.66;-312.29;7.58;7.79;4.22;55.72;90;277.13
2;0.74;-13.43;-1.34;4.57;22.71;-137.35;33.93;7.16;4.65;56.31;193.53;-30.67;-23.07;-31.02;-8.14;-31.49;-213.4;-284.23;15.16;8.98;2.82;25.1;103.25;81.9
2;8.33;-8.91;0.34;-37.03;-8.83;126.65;22.35;0.7;5.94;44.56;192.43;451.75;-9.17;-23.42;-7.7;-143.83;-159.08;-350.99;8.29;5.58;3.92;51.07;81.26;251.16
2;0.17;-13.04;-1.29;15.5;13.98;-132.09;38.69;4.67;4.46;73.84;171.09;-44.13;-18.99;-30.94;-5.88;-31.84;-205.71;-269.45;15.18;8.03;2.63;29.56;91.51;82.93
2;6.95;-10.38;0.27;-39.73;-16.78;115.89;17.34;0.49;7.7;33.58;196.34;479.26;-6.79;-31.22;-10;-129.63;-197.35;-372.68;6.75;7.56;4.06;44.34;97.48;271.93
2;1.32;-12.12;-1.86;6.77;20.85;-138.81;39.77;18.13;4.2;63.57;197.7;-45.79;-24.08;-30.45;-8.5;-31.81;-198.43;-279.33;15.85;9.97;3.13;28.71;102.66;81.49
2;7.33;-9.61;0.67;-50.19;-20.33;120.06;29.62;3.12;8.37;22.22;245.16;441.03;-12.36;-29.71;-12.01;-146.88;-227.51;-370.34;8.2;7.99;4.81;58.03;141.76;257.35
2;0.47;-12.56;-1.14;4.79;13.41;-134.62;41.23;10.99;5.93;52.02;224.82;-51.27;-24.54;-28.27;-6.17;-37.43;-308.66;-255.21;16.68;8.64;3.42;26.98;114.23;77.07
2;7.85;-9.97;-0.28;-30.95;-15.3;125.34;19.06;0.97;6.26;24.16;238.16;458.99;-6.83;-31.93;-7.83;-96.92;-210.1;-369.59;7.27;7.16;3.8;29.15;113.09;255.3
2;0.43;-12.51;-1.58;5.75;11.59;-133.26;40.03;16.66;7.08;55.69;160.44;-43.62;-22.77;-29.95;-10.67;-55.93;-228.75;-285.96;15.79;9.92;3.65;30.19;88.71;83.45
2;7.76;-10.22;-0.2;-32.98;-14.33;124.34;18.05;0.91;6.9;56.4;224.83;462.16;-7;-33.46;-13.18;-146.04;-149.97;-365.44;7.59;7.56;4.74;52.7;96.37;260.08
2;-0.08;-13.25;-1.2;0.07;17.6;-140.61;37.42;15.8;5.07;51.66;173.45;-15.86;-31.37;-29.39;-7.45;-56.25;-246.23;-282.98;17.38;9.83;3.39;29.68;105.04;97.9
2;7.77;-8.94;-0.19;-30.65;-7.27;131.17;19.2;5.19;9.39;35.6;154.32;499.55;-10.04;-32.37;-8.04;-141.07;-120.22;-348.11;7.84;9.08;4.31;47.98;80.45;281.59
2;0.22;-12.62;-1.5;6.07;17.68;-137.14;38.74;15.76;5.18;48.77;119.4;-31.27;-25.42;-27.53;-11.48;-64.04;-259.21;-269.01;15.9;9.42;3.26;28.16;91.93;86.02
2;7.68;-9.3;-0.03;-41.79;-23.4;125.83;21.47;2.33;10.51;47.27;130.25;482.76;-11.55;-34.88;-11.62;-159.93;-176.15;-352.37;8.59;8.89;4.92;57.7;81.63;273.51
2;0.13;-13.01;-1.52;4.11;23.66;-146.82;39.63;21.19;7.77;56.1;196.48;-39.33;-31.15;-30.05;-10.49;-67.35;-237.88;-273.21;17.15;10.75;4.06;34.23;106.51;88.22
2;7.36;-9.05;0.17;-37.99;-21.64;101.33;19.3;15.3;9.83;56.21;154.5;501.58;-16.06;-34.91;-10.66;-123.07;-232.41;-336;8.62;9.1;3.81;43.03;100.08;291.27
2;-0.09;-13.61;-2.38;13.36;28.76;-141.34;43.48;19.11;1.96;61.46;127.82;-35.12;-23.13;-30.59;-10.25;-37.44;-181.32;-273.32;16.92;9.43;2.9;28.26;73.59;73.82
2;9.1;-9.23;-0.23;-14.84;-22.48;155.92;25.13;3.21;5.56;45.22;153.71;479.99;-11.16;-34.57;-10.17;-90.66;-244.94;-402.71;8.08;8.93;4.07;41.83;117.84;278.13
2;0.12;-12.94;-1.69;-6.85;36.9;-136.11;43.71;23.21;8.88;37.54;185.93;-31.76;-29.7;-30.92;-16.64;-70.92;-277.54;-276.72;17.96;11.69;4.86;27.39;107.38;90.37
2;7.29;-8.98;-0.04;-38.51;-31.65;118.93;20.47;2.17;5.08;30.09;197.84;480.21;-6.77;-24.83;-8.37;-127.33;-175.26;-374.34;7.81;7.17;3.71;44.16;88.09;276.98
2;-0.22;-13.53;-1.39;0.86;26.12;-149.91;39.37;13.85;10.53;48.37;177.31;-33.73;-29.28;-30.82;-9.49;-56.62;-208.08;-305.24;16.98;9.76;4.6;24.35;100.24;94.54
2;7.37;-9.32;0.16;-41.94;-27.88;112.59;18.93;0.99;5.62;43.51;156.99;504.44;-4.61;-32.91;-13.31;-157.39;-198.51;-320.35;7.14;8.39;4.19;54.52;100.27;286.34
2;1.02;-12.81;-1.37;1.32;36.38;-144.75;36.26;12.64;4.13;51.71;244.2;-40.28;-27.13;-33.08;-6.78;-36.76;-173;-302.11;17.17;10.39;2.77;26.83;103.14;85.9
2;8.22;-9.4;0.08;-36.04;-32.42;132.7;19.49;2.13;6.63;61.87;229.23;476.81;-9.85;-33.39;-9.59;-148.09;-173.05;-369.93;8.01;7.39;4.29;53.86;89.05;269.64
2;0.32;-12.62;-1.51;-6.88;29.34;-135.31;38.94;19.69;4.74;44.16;225.17;-21.52;-28.77;-34.71;-9.48;-72.69;-239.33;-299.71;18.25;12.17;3.28;29.81;115.91;86.69
2;6.62;-10.36;-0.33;-20.57;-13.71;108.99;19.84;-0.43;5.32;31.3;317.69;483.56;-9.37;-30.03;-9.41;-92.94;-197.31;-359.24;6.99;7.39;3.67;33.18;123.27;272.63
2;0.59;-12.81;-1.25;7.62;31.01;-157.82;37.68;13.96;4.43;43.96;168.55;-39.89;-25.83;-32.36;-6.84;-32.94;-178.63;-306.46;16.67;10.27;2.73;20.75;80.92;93.57
2;8.69;-9.02;-0.14;-49.81;-40.03;150.09;23.33;4.73;6.2;9.86;142.75;502.6;-5.3;-28.56;-12.88;-150.65;-233.25;-359.35;8.76;7.36;4.34;48.23;104.47;273.93
2;0.49;-13.17;-1.43;2.66;28.27;-139.14;37.99;9.23;7.53;66.1;168.57;-21.85;-24.39;-31.2;-6.85;-41.28;-204.37;-283.33;16.28;9.23;3.54;32.49;91.04;94.96
2;7.22;-10.56;0.04;-37.01;-22.31;115.13;20.46;-2.26;6.11;33.37;129.32;492.21;-10.26;-32.49;-14.25;-136.67;-169.67;-353.32;8.03;7.11;4.26;48.15;76.55;280.4
2;0.54;-12.46;-1.36;8.45;20.19;-155.05;37.21;19.46;5.64;61.88;160.3;-48.45;-25.25;-29.17;-6.91;-46.55;-209.83;-309.06;16.27;10.31;2.96;28.11;89.19;92.29
2;8.82;-9.2;-0.29;-43.7;-31.22;123.34;32.88;3.37;6.51;21.59;137.85;472.3;-3.75;-23.3;-13.05;-180.69;-294.17;-361.53;9.4;7.41;4.89;63.71;114.44;270.2
2;0.57;-13.77;-1.38;-0.85;45.72;-147.25;27.81;-2.22;6.48;53.05;253.73;-30.78;-27.54;-30.48;-6.28;-41.34;-115.33;-284.05;15.57;8.01;3.34;24.7;102.21;90
2;8.48;-9.52;0.2;-23.5;-38.45;137.44;19.79;-0.62;6.95;37.2;173.17;502.97;-10.84;-34.34;-14.13;-91.82;-123.96;-377.93;7.56;7.73;4.98;37.46;64.24;280.58
2;-0.01;-12.71;-1.95;-1.11;34.73;-147.13;41.84;20.35;6.3;45.98;163.68;-30.57;-28.21;-33.43;-8.29;-47.62;-241.15;-286.05;17.31;10.77;3.6;25.51;96.54;92.51
2;8.47;-9.23;0.63;-34.86;-18.33;135.35;20.01;3.2;7.71;42.13;89.06;502.03;-7;-32.77;-10.63;-142.64;-119.25;-365.31;7.7;8.53;4.15;50.25;63.12;283.03
2;0.44;-12.86;-1.58;10.73;10.96;-143.44;39.57;19.3;7.14;62.64;236.4;-20.08;-34.67;-31.26;-5.76;-35.32;-262.45;-317.67;18.33;11.88;3.19;24.83;121.43;92.51
2;7.31;-10.05;-0.25;-27.91;-18.34;110.08;18.71;-1.15;5.19;27.89;276.8;483.52;-7.33;-34.71;-10.94;-78.33;-195.23;-351.6;7.21;8.13;3.53;29.64;116.83;273.43
2;1.37;-12.49;-1.43;8.93;30.43;-146.56;40.09;18.2;4.17;60.38;172.21;-18.39;-25.93;-31.3;-5.79;-33.55;-225.05;-304.49;16.41;10.79;2.79;27.72;97.6;95.73
2;9.08;-9.12;-0.4;-39.56;-22.83;134.89;27.14;3.29;6.19;6.38;156.65;489.78;-3.83;-29.06;-11.26;-128.15;-204.58;-431.73;7.67;7.63;4.31;41;87.64;275.12
2;0.43;-12.84;-1.15;13.73;14.68;-135.48;39.95;14.36;7.69;65.25;155.98;-20.96;-27.93;-30.23;-7.04;-30.69;-209.82;-287.34;17.27;10.12;3.72;33.05;94.49;102.12
2;7.24;-9.94;0;-40.12;-25.1;124.11;19.89;3.61;6.09;36.65;213.67;502.68;-10.18;-30.79;-12;-128.56;-205.88;-327.04;8.69;9.14;4.48;46.16;120.08;290.33
2;0.61;-12.82;-1.73;-1.98;33.8;-148.26;40.26;19.13;6.53;28.35;229;-33.2;-31.07;-30;-7.7;-45.44;-241.22;-311.76;18.32;10.87;3.44;21.35;116.14;92.58
2;7.98;-7.7;0.6;-33.97;-21.35;151.28;23.25;4.29;5.59;50.84;199.33;502.37;-13.63;-17.5;-13.21;-160.74;-153.38;-257.92;9.16;7.74;4.15;57.31;80.28;272.93
2;0.37;-13.63;-2.09;-1.74;17.28;-151.7;32.59;17.32;3.97;53.16;273.27;13.93;-37.4;-32.86;-15.33;-81.49;-181.29;-330.34;19.01;11.86;4.29;33.14;120.66;112.28
2;7.23;-9.78;-0.3;-35.9;-12.47;102.89;21.26;1.07;8.54;50.05;169.19;487.89;-7.31;-32.29;-14.28;-116.46;-192.09;-350.12;8.73;7.92;3.89;42.05;99.26;282.08
2;0.19;-12.43;-1.49;14.42;36.73;-136.87;41.13;16.64;4.57;55.63;177.09;-36.61;-29.2;-29.53;-5.74;-35.8;-224.6;-286.1;17.44;10.16;2.44;23.51;96.9;82.74
2;8.68;-9.13;-0.61;-29.93;-49.94;99.14;35.32;6.62;4.45;38.37;189.33;501.4;-14.71;-30.53;-10.61;-111.22;-241.56;-294;9.63;8.88;3.52;40.78;100.87;282.22
2;-2.67;-15.23;-2.21;0.28;73.16;-152.83;37.94;9.48;5.69;46.46;257.28;-13.25;-40.94;-31.47;-7.36;-47.81;-61.56;-292.82;18.86;9.09;3.4;25.22;83.16;91.72
2;7.92;-8.94;0.64;-29.14;-34.75;152.26;19.21;5.65;5.17;56.7;37.16;503.24;-12.95;-34.41;-9.3;-120.23;-163.34;-346.94;7.46;9.11;4.16;46.06;51.28;291.04
2;0.42;-12.83;-1.57;6.11;14.29;-150.51;41.5;27.65;5.9;59.19;159.95;-30.36;-32.94;-29.98;-9.18;-59.64;-280.04;-296.3;19.05;12.29;3.98;32.91;115.07;99.34
2;6.8;-9.24;0.45;-54.69;-4.34;115.83;24.03;3.73;6.59;25.32;142.88;485.26;-10.15;-30.28;-5.95;-176.2;-168.7;-322.59;9.29;7.83;3.01;58.06;104.05;273.63
2;0.02;-13.42;-1.74;13.04;26.37;-152.62;40.65;16.47;3.35;51.42;143.54;-44.34;-30.12;-30.5;-6.97;-26.02;-241.75;-309.28;18.01;10.28;2.87;21.85;95.39;86.83
2;7.18;-9.03;-0.01;-26.71;-32;112.87;16.44;2.67;5.54;58.19;143.37;499.97;-10.71;-35.34;-8.75;-109.84;-216.28;-346.3;7.74;8.32;3.52;45.49;79.95;284.03
2;-0.28;-13.02;-2.54;-1.73;59.71;-135.9;39.74;22.34;4.55;59.41;142.89;-13.62;-30.35;-30.24;-7.23;-55.67;-218.87;-276.45;18.19;11.5;3.22;31.38;84.01;87.46
2;7.4;-9.73;0.95;-41.83;-31.18;123.59;18.83;-0.08;5;59.74;119.99;471.96;-11.02;-35.47;-7.85;-127.63;-169.44;-335.95;7.96;8.51;3.12;43.41;77.73;267.98
2;0;-12.8;-1.79;15.98;18.68;-144.54;40.93;21.11;2.94;60.51;144.63;-32.67;-31.66;-29.78;-5.57;-28.82;-246.22;-287.88;18.38;11.36;2.31;23.96;100.86;87.94
2;7.71;-9.64;-0.15;-29.01;-32.1;123.62;20.15;4;4.31;38.03;167.19;494.43;-10.03;-33.38;-9.99;-120.35;-133.06;-362.28;8;8.49;4.05;44.19;75.95;278.79
